DATE,moh_icu_current_covid,moh_icu_current_covid_vented,moh_hospitalizations,moh_icu_crci_total,moh_icu_crci_total_vented,moh_icu_former_covid,moh_icu_former_covid_vented
2021-01-22,1,1,13,1,1,0,0
2021-01-23,1,1,13,1,1,0,0
2021-01-24,1,1,13,1,1,0,0
2021-01-25,2,1,11,2,1,0,0
2021-01-26,2,1,11,2,1,0,0
2021-01-27,2,1,13,2,1,0,0
2021-01-28,2,1,14,2,1,0,0
2021-01-29,1,0,11,1,0,0,0
2021-01-30,1,0,10,1,0,0,0
2021-01-31,1,0,10,1,0,0,0
2021-02-01,3,1,15,3,1,0,0
2021-02-02,3,1,12,3,1,0,0
2021-02-03,3,1,14,3,1,0,0
2021-02-04,3,2,10,3,2,0,0
2021-02-05,3,3,9,3,3,0,0
2021-02-06,6,2,14,6,2,0,0
2021-02-07,5,2,17,5,2,0,0
2021-02-08,4,2,15,4,2,0,0
2021-02-09,5,2,18,5,2,0,0
2021-02-10,6,3,18,6,3,0,0
2021-02-11,5,3,18,5,3,0,0
2021-02-12,5,3,18,5,3,0,0
2021-02-13,7,3,23,7,3,0,0
2021-02-14,6,3,21,6,3,0,0
2021-02-15,5,2,23,5,2,0,0
2021-02-16,5,3,22,5,3,0,0
2021-02-17,5,2,21,5,2,0,0
2021-02-18,5,3,21,5,3,0,0
2021-02-19,7,5,23,7,5,0,0
2021-02-20,7,5,27,7,5,0,0
2021-02-21,8,4,31,8,4,0,0
2021-02-22,11,6,30,11,6,0,0
2021-02-23,11,6,26,11,6,0,0
2021-02-24,10,6,27,10,6,0,0
2021-02-25,7,4,32,7,4,0,0
2021-02-26,7,4,35,7,4,0,0
2021-02-27,12,6,42,12,6,0,0
2021-02-28,11,6,36,11,6,0,0
2021-03-01,11,6,33,11,6,0,0
2021-03-02,12,6,33,12,6,0,0
2021-03-03,13,9,32,13,9,0,0
2021-03-04,11,9,31,11,9,0,0
2021-03-05,14,9,43,14,9,0,0
2021-03-06,14,9,55,14,9,0,0
2021-03-07,16,10,62,16,10,0,0
2021-03-08,16,12,54,16,12,0,0
2021-03-09,16,12,55,16,12,0,0
2021-03-10,14,9,59,14,9,0,0
2021-03-11,15,11,63,15,11,0,0
2021-03-12,14,10,63,14,10,0,0
2021-03-13,13,7,64,13,7,0,0
2021-03-14,14,10,73,14,10,0,0
2021-03-15,13,9,68,14,9,1,0
2021-03-16,17,9,75,18,9,1,0
2021-03-17,20,6,73,21,6,1,0
2021-03-18,22,6,72,22,6,0,0
2021-03-19,22,8,69,22,8,0,0
2021-03-20,21,8,67,21,8,0,0
2021-03-21,17,7,73,17,7,0,0
2021-03-22,19,7,68,19,7,0,0
2021-03-23,20,5,62,20,5,0,0
2021-03-24,20,8,61,20,8,0,0
2021-03-25,21,6,65,21,6,0,0
2021-03-26,19,7,60,19,7,0,0
2021-03-27,18,7,58,18,7,0,0
2021-03-28,20,9,56,20,9,0,0
2021-03-29,17,5,53,17,5,0,0
2021-03-30,14,4,27,14,4,0,0
2021-03-31,15,4,42,15,4,0,0
2021-04-01,13,5,39,14,5,1,0
2021-04-02,14,5,42,14,5,0,0
2021-04-03,14,7,44,14,7,0,0
2021-04-04,16,9,48,16,9,0,0
2021-04-05,16,9,52,16,9,0,0
2021-04-06,17,10,51,17,10,0,0
2021-04-07,14,9,41,15,10,1,1
2021-04-08,13,7,37,14,8,1,1
2021-04-09,14,10,39,15,11,1,1
2021-04-10,15,9,42,16,10,1,1
2021-04-11,14,9,41,15,10,1,1
2021-04-12,16,9,43,17,10,1,1
2021-04-13,15,8,44,17,8,2,0
2021-04-14,13,5,41,15,6,2,1
2021-04-15,13,4,42,15,5,2,1
2021-04-16,13,3,36,15,4,2,1
2021-04-17,13,3,38,15,4,2,1
2021-04-18,11,4,41,12,4,1,0
2021-04-19,10,5,41,11,5,1,0
2021-04-20,11,7,41,13,7,2,0
2021-04-21,12,8,38,12,8,0,0
2021-04-22,16,13,46,16,13,0,0
2021-04-23,16,10,38,16,10,0,0
2021-04-24,15,11,42,16,11,1,0
2021-04-25,16,12,42,17,12,1,0
2021-04-26,17,14,44,17,14,0,0
2021-04-27,17,15,45,18,16,1,1
2021-04-28,20,15,51,20,15,0,0
2021-04-29,19,15,45,20,16,1,1
2021-04-30,22,16,40,24,18,2,2
2021-05-01,19,15,38,20,16,1,1
2021-05-02,22,13,37,22,13,0,0
2021-05-03,20,15,35,20,15,0,0
2021-05-04,18,13,33,19,14,1,1
2021-05-05,20,14,32,21,15,1,1
2021-05-06,17,11,27,18,12,1,1
2021-05-07,13,8,23,14,9,1,1
2021-05-08,12,7,31,13,8,1,1
2021-05-09,11,6,31,12,7,1,1
2021-05-10,9,6,23,10,7,1,1
2021-05-11,9,6,30,11,8,2,2
2021-05-12,11,6,28,13,7,2,1
2021-05-13,11,6,71,13,8,2,2
2021-05-14,12,8,33,14,10,2,2
2021-05-15,14,10,28,16,11,2,1
2021-05-16,13,11,35,15,12,2,1
2021-05-17,11,8,26,13,9,2,1
2021-05-18,12,9,25,13,10,1,1
2021-05-19,14,11,32,16,13,2,2
2021-05-20,13,12,37,15,14,2,2
2021-05-21,15,13,38,18,14,3,1
2021-05-22,15,12,47,18,13,3,1
2021-05-23,18,16,47,21,17,3,1
2021-05-24,21,17,49,24,19,3,2
2021-05-25,23,17,44,26,19,3,2
2021-05-26,20,14,49,23,16,3,2
2021-05-27,20,13,49,23,15,3,2
2021-05-28,21,13,42,24,15,3,2
2021-05-29,19,12,41,22,14,3,2
2021-05-30,21,11,41,23,13,2,2
2021-05-31,21,12,38,23,14,2,2
2021-06-01,21,11,36,23,13,2,2
2021-06-02,20,12,35,22,14,2,2
2021-06-03,21,12,35,23,14,2,2
2021-06-04,19,13,40,21,15,2,2
2021-06-05,21,11,40,23,13,2,2
2021-06-06,18,11,40,20,13,2,2
2021-06-07,19,9,37,21,10,2,1
2021-06-08,18,9,34,19,10,1,1
2021-06-09,19,7,39,20,8,1,1
2021-06-10,20,7,37,21,8,1,1
2021-06-11,19,7,35,20,8,1,1
2021-06-12,18,9,35,19,10,1,1
2021-06-13,18,10,37,19,11,1,1
2021-06-14,15,8,32,16,9,1,1
2021-06-15,14,8,26,14,8,0,0
2021-06-16,15,9,21,15,9,0,0
2021-06-17,17,9,18,17,9,0,0
2021-06-18,16,9,10,16,9,0,0
2021-06-19,15,8,12,15,8,0,0
2021-06-20,14,9,22,14,9,0,0
2021-06-21,14,9,20,14,9,0,0
2021-06-22,14,7,21,14,7,0,0
2021-06-23,14,8,19,14,8,0,0
2021-06-24,13,10,18,13,10,0,0
2021-06-25,14,9,17,14,9,0,0
2021-06-26,13,9,18,13,9,0,0
2021-06-27,13,9,21,13,9,0,0
2021-06-28,12,9,17,12,9,0,0
2021-06-29,12,6,15,12,6,0,0
2021-06-30,9,7,10,9,7,0,0
2021-07-01,8,7,10,8,7,0,0
2021-07-02,8,7,8,8,7,0,0
2021-07-03,8,7,10,8,7,0,0
2021-07-04,7,5,7,7,5,0,0
2021-07-05,7,5,6,7,5,0,0
2021-07-06,5,4,5,5,4,0,0
2021-07-07,5,3,3,6,3,1,0
2021-07-08,5,4,3,6,4,1,0
2021-07-09,5,3,2,6,3,1,0
2021-07-10,6,2,4,7,2,1,0
2021-07-11,6,1,3,7,1,1,0
2021-07-12,5,0,3,6,0,1,0
2021-07-13,2,1,2,3,1,1,0
2021-07-14,2,1,2,3,1,1,0
2021-07-15,2,1,2,3,1,1,0
2021-07-16,2,1,0,2,1,0,0
2021-07-17,1,0,1,1,0,0,0
2021-07-18,1,1,2,1,1,0,0
2021-07-19,2,2,3,2,2,0,0
2021-07-20,1,1,4,1,1,0,0
2021-07-21,1,1,4,1,1,0,0
2021-07-22,1,1,2,1,1,0,0
2021-07-23,1,1,2,1,1,0,0
2021-07-24,1,1,3,1,1,0,0
2021-07-25,1,1,3,1,1,0,0
2021-07-26,1,1,2,1,1,0,0
2021-07-27,1,1,2,1,1,0,0
2021-07-28,1,1,0,1,1,0,0
2021-07-29,1,1,1,1,1,0,0
2021-07-30,2,2,1,3,3,1,1
2021-07-31,2,2,1,4,3,2,1
2021-08-01,2,2,2,3,3,1,1
2021-08-02,2,2,4,3,3,1,1
2021-08-03,3,2,4,4,3,1,1
2021-08-04,3,2,4,4,3,1,1
2021-08-05,3,2,4,4,3,1,1
2021-08-06,2,2,3,3,3,1,1
2021-08-07,2,2,5,3,3,1,1
2021-08-08,2,2,6,3,3,1,1
2021-08-09,2,2,3,3,3,1,1
2021-08-10,2,2,3,3,3,1,1
2021-08-11,2,2,4,3,3,1,1
2021-08-12,2,2,6,3,3,1,1
2021-08-13,1,1,5,2,2,1,1
2021-08-14,1,1,5,2,2,1,1
2021-08-15,2,2,5,3,3,1,1
2021-08-16,2,2,5,3,3,1,1
2021-08-17,3,3,5,4,4,1,1
2021-08-18,3,3,4,4,4,1,1
2021-08-19,4,2,4,5,3,1,1
2021-08-20,3,2,5,4,3,1,1
2021-08-21,4,2,6,5,3,1,1
2021-08-22,4,2,7,5,3,1,1
2021-08-23,3,2,7,4,3,1,1
2021-08-24,2,2,10,3,3,1,1
2021-08-25,2,2,9,3,3,1,1
2021-08-26,2,2,9,3,3,1,1
2021-08-27,2,2,9,3,3,1,1
2021-08-28,2,2,9,3,3,1,1
2021-08-29,2,2,9,3,2,1,0
2021-08-30,2,2,8,3,3,1,1
2021-08-31,2,2,6,3,3,1,1
2021-09-01,2,2,4,3,3,1,1
2021-09-02,2,1,3,3,2,1,1
2021-09-03,1,1,3,2,2,1,1
2021-09-04,1,1,2,2,2,1,1
2021-09-05,2,1,3,3,2,1,1
2021-09-06,2,1,1,3,2,1,1
2021-09-07,2,1,2,4,2,2,1
2021-09-08,2,1,5,4,2,2,1
2021-09-09,4,1,4,6,2,2,1
2021-09-10,4,2,5,6,4,2,2
2021-09-11,4,2,2,5,3,1,1
2021-09-12,3,2,4,4,3,1,1
2021-09-13,2,2,3,3,3,1,1
2021-09-14,2,2,3,3,3,1,1
2021-09-15,2,2,3,3,3,1,1
2021-09-16,2,2,3,3,3,1,1
2021-09-17,2,2,3,3,3,1,1
2021-09-18,2,2,3,3,2,1,0
2021-09-19,2,2,3,2,2,0,0
2021-09-20,2,2,3,2,2,0,0
2021-09-21,2,2,3,2,2,0,0
2021-09-22,2,2,2,2,2,0,0
2021-09-23,3,3,2,3,3,0,0
2021-09-24,2,2,0,2,2,0,0
2021-09-25,2,2,0,2,2,0,0
2021-09-26,2,2,0,2,2,0,0
2021-09-27,2,2,2,2,2,0,0
2021-09-28,3,2,4,3,2,0,0
2021-09-29,3,1,3,3,1,0,0
2021-09-30,3,0,3,3,0,0,0
2021-10-01,2,1,2,2,1,0,0
2021-10-02,2,0,2,2,0,0,0
2021-10-03,1,0,4,1,0,0,0
2021-10-04,1,0,5,1,0,0,0
2021-10-05,2,1,3,2,1,0,0
2021-10-06,1,1,6,1,1,0,0
2021-10-07,1,0,3,1,0,0,0
2021-10-08,2,0,2,2,0,0,0
2021-10-09,2,0,2,2,0,0,0
2021-10-10,2,0,4,2,0,0,0
2021-10-11,1,0,5,1,0,0,0
2021-10-12,2,0,6,2,0,0,0
2021-10-13,2,1,13,2,1,0,0
2021-10-14,2,1,4,2,1,0,0
2021-10-15,2,1,5,2,1,0,0
2021-10-16,1,1,7,1,1,0,0
2021-10-17,3,1,6,3,1,0,0
2021-10-18,3,0,7,3,0,0,0
2021-10-19,4,2,7,4,2,0,0
2021-10-20,6,3,9,6,3,0,0
2021-10-21,4,2,9,4,2,0,0
2021-10-22,4,2,9,4,2,0,0
2021-10-23,2,1,11,2,1,0,0
2021-10-24,3,0,11,3,0,0,0
2021-10-25,2,0,14,2,0,0,0
2021-10-26,1,0,10,1,0,0,0
2021-10-27,2,0,9,2,0,0,0
2021-10-28,2,0,11,2,0,0,0
2021-10-29,2,1,13,2,1,0,0
2021-10-30,2,1,13,2,1,0,0
2021-10-31,3,2,15,3,2,0,0
2021-11-01,4,2,15,4,2,0,0
2021-11-02,6,3,22,6,3,0,0
2021-11-03,4,3,21,4,3,0,0
2021-11-04,4,3,16,4,3,0,0
2021-11-05,5,2,15,5,2,0,0
2021-11-06,5,2,18,5,2,0,0
2021-11-07,6,3,31,6,3,0,0
2021-11-08,5,3,24,5,3,0,0
2021-11-09,5,3,34,5,3,0,0
2021-11-10,3,2,32,3,2,0,0
2021-11-11,3,2,34,3,2,0,0
2021-11-12,3,3,33,3,3,0,0
2021-11-13,5,4,37,5,4,0,0
2021-11-14,6,5,39,6,5,0,0
2021-11-15,6,4,40,6,4,0,0
2021-11-16,6,4,37,6,4,0,0
2021-11-17,7,4,34,8,4,1,0
2021-11-18,8,6,35,8,6,0,0
2021-11-19,8,6,33,8,6,0,0
2021-11-20,7,6,36,7,6,0,0
2021-11-21,8,7,38,8,7,0,0
2021-11-22,9,8,37,9,8,0,0
2021-11-23,13,8,37,13,8,0,0
2021-11-24,13,8,37,13,8,0,0
2021-11-25,12,8,38,12,8,0,0
2021-11-26,12,9,36,12,9,0,0
2021-11-27,13,8,38,13,8,0,0
2021-11-28,13,10,44,13,10,0,0
2021-11-29,14,11,37,14,11,0,0
2021-11-30,15,11,39,15,11,0,0
2021-12-01,15,10,39,15,10,0,0
2021-12-02,14,10,36,15,11,1,1
2021-12-03,16,10,37,17,11,1,1
2021-12-04,17,13,40,18,14,1,1
2021-12-05,19,12,42,20,13,1,1
2021-12-06,14,9,36,15,10,1,1
2021-12-07,12,9,35,13,10,1,1
2021-12-08,14,9,34,15,10,1,1
2021-12-09,13,9,34,14,10,1,1
2021-12-10,10,8,27,11,9,1,1
2021-12-11,10,8,27,11,9,1,1
2021-12-12,13,10,38,13,10,0,0
2021-12-13,14,9,32,15,9,1,0
2021-12-14,12,8,29,13,8,1,0
2021-12-15,13,7,27,14,7,1,0
2021-12-16,12,7,30,13,7,1,0
2021-12-17,12,6,31,12,6,0,0
2021-12-18,10,6,31,10,6,0,0
2021-12-19,10,5,31,10,5,0,0
2021-12-20,11,5,30,11,5,0,0
2021-12-21,10,4,34,10,4,0,0
2021-12-22,11,6,24,11,6,0,0
2021-12-23,11,6,28,11,6,0,0
2021-12-24,10,5,24,10,5,0,0
2021-12-25,9,5,30,9,5,0,0
2021-12-26,9,6,31,9,6,0,0
2021-12-27,9,5,31,9,5,0,0
2021-12-28,8,6,32,8,6,0,0
2021-12-29,8,4,38,8,4,0,0
2021-12-30,10,4,36,10,4,0,0
2021-12-31,11,4,44,11,4,0,0
2022-01-01,15,6,52,15,6,0,0
2022-01-02,16,6,62,16,6,0,0
2022-01-03,12,5,61,12,5,0,0
2022-01-04,11,6,56,11,6,0,0
2022-01-05,12,7,64,12,7,0,0
2022-01-06,11,7,60,11,7,0,0
2022-01-07,10,8,82,10,8,0,0
2022-01-08,13,8,97,13,8,0,0
2022-01-09,15,9,110,15,9,0,0
2022-01-10,15,8,115,15,8,0,0
2022-01-11,15,7,101,15,7,0,0
2022-01-12,21,7,122,21,7,0,0
2022-01-13,27,11,137,27,11,0,0
2022-01-14,27,13,129,27,13,0,0
2022-01-15,29,13,138,29,13,0,0
2022-01-16,29,13,148,29,13,0,0
2022-01-17,27,11,130,27,11,0,0
2022-01-18,27,11,136,27,11,0,0
2022-01-19,34,14,148,34,14,0,0
2022-01-20,33,15,154,33,15,0,0
2022-01-21,30,14,173,31,14,1,0
2022-01-22,27,12,180,28,12,1,0
2022-01-23,32,15,183,34,15,2,0
2022-01-24,34,16,182,36,16,2,0
2022-01-25,31,12,186,33,12,2,0
2022-01-26,32,14,181,34,14,2,0
2022-01-27,33,14,193,34,14,1,0
2022-01-28,33,14,192,34,14,1,0
2022-01-29,32,15,190,32,15,0,0
2022-01-30,32,16,201,33,16,1,0
2022-01-31,31,16,204,32,17,1,1
2022-02-01,31,15,206,32,15,1,0
2022-02-02,31,12,207,32,12,1,0
2022-02-03,29,13,183,29,13,0,0
2022-02-04,36,13,182,36,13,0,0
2022-02-05,33,11,189,34,11,1,0
2022-02-06,30,11,185,32,13,2,2
2022-02-07,30,12,183,33,14,3,2
2022-02-08,29,12,172,31,14,2,2
2022-02-09,28,11,173,30,13,2,2
2022-02-10,27,10,171,29,12,2,2
2022-02-11,27,10,158,29,12,2,2
2022-02-12,25,9,165,27,11,2,2
2022-02-13,23,10,155,25,11,2,1
2022-02-14,22,9,152,24,10,2,1
2022-02-15,21,10,145,23,11,2,1
2022-02-16,23,11,137,25,12,2,1
2022-02-17,23,13,127,24,14,1,1
2022-02-18,22,14,129,24,15,2,1
2022-02-19,25,13,132,27,14,2,1
2022-02-20,23,15,138,24,16,1,1
2022-02-21,26,15,132,27,16,1,1
2022-02-22,25,14,139,26,15,1,1
2022-02-23,22,14,137,23,15,1,1
2022-02-24,21,15,150,22,16,1,1
2022-02-25,20,13,146,21,14,1,1
2022-02-26,22,17,160,23,18,1,1
2022-02-27,23,17,156,23,17,0,0
2022-02-28,21,15,138,22,15,1,0
2022-03-01,20,16,137,20,16,0,0
2022-03-02,22,16,137,22,16,0,0
2022-03-03,23,17,123,24,17,1,0
2022-03-04,22,12,138,23,12,1,0
2022-03-05,18,9,135,20,9,2,0
2022-03-06,18,9,141,20,9,2,0
2022-03-07,18,10,128,19,10,1,0
2022-03-08,21,9,131,22,9,1,0
2022-03-09,22,8,127,24,8,2,0
2022-03-10,22,10,134,24,10,2,0
2022-03-11,21,12,132,23,12,2,0
2022-03-12,19,10,124,21,10,2,0
2022-03-13,21,10,124,23,10,2,0
2022-03-14,20,9,118,22,9,2,0
2022-03-15,19,9,117,21,9,2,0
2022-03-16,19,8,121,20,8,1,0
2022-03-17,16,5,104,16,5,0,0
2022-03-18,16,4,94,17,5,1,1
2022-03-19,17,3,103,18,4,1,1
2022-03-20,18,4,106,19,5,1,1
2022-03-21,17,4,95,18,5,1,1
2022-03-22,18,4,91,20,5,2,1
2022-03-23,13,5,93,14,6,1,1
2022-03-24,12,3,103,12,3,0,0
2022-03-25,10,4,98,11,4,1,0
2022-03-26,9,5,103,10,5,1,0
2022-03-27,12,7,109,12,7,0,0
2022-03-28,14,6,110,14,6,0,0
2022-03-29,16,8,96,16,8,0,0
2022-03-30,18,10,109,18,10,0,0
2022-03-31,20,10,104,20,10,0,0
2022-04-01,20,9,100,20,9,0,0
2022-04-02,16,9,114,16,9,0,0
2022-04-03,18,8,128,19,8,1,0
2022-04-04,21,10,123,23,10,2,0
2022-04-05,18,9,123,20,9,2,0
2022-04-06,17,6,125,17,6,0,0
2022-04-07,19,5,115,19,5,0,0
2022-04-08,16,8,124,17,8,1,0
2022-04-09,13,6,140,13,6,0,0
2022-04-10,13,6,140,13,6,0,0
2022-04-11,17,4,143,17,4,0,0
2022-04-12,19,8,137,19,8,0,0
2022-04-13,14,5,156,14,5,0,0
2022-04-14,14,3,162,14,3,0,0
2022-04-15,16,4,153,16,4,0,0
2022-04-16,17,2,153,17,2,0,0
2022-04-17,17,3,156,17,3,0,0
2022-04-18,18,3,173,18,3,0,0
2022-04-19,21,3,154,21,3,0,0
2022-04-20,19,2,137,19,2,0,0
2022-04-21,19,2,161,19,2,0,0
2022-04-22,21,3,172,21,3,0,0
2022-04-23,23,6,175,23,6,0,0
2022-04-24,25,7,187,25,7,0,0
2022-04-25,24,5,186,24,5,0,0
2022-04-26,20,4,175,20,4,0,0
2022-04-27,22,7,183,22,7,0,0
2022-04-28,25,8,171,25,8,0,0
2022-04-29,20,8,178,20,8,0,0
2022-04-30,21,8,195,21,8,0,0
2022-05-01,25,8,197,25,8,0,0
2022-05-02,25,7,204,26,7,1,0
2022-05-03,20,8,206,20,8,0,0
2022-05-04,18,7,188,18,7,0,0
2022-05-05,17,7,201,17,7,0,0
2022-05-06,17,5,207,17,5,0,0
2022-05-07,16,6,196,17,7,1,1
2022-05-08,15,5,200,16,6,1,1
2022-05-09,15,5,192,16,6,1,1
2022-05-10,12,5,193,13,6,1,1
2022-05-11,12,3,175,13,4,1,1
2022-05-12,14,4,165,15,4,1,0
2022-05-13,13,4,146,14,4,1,0
2022-05-14,11,3,156,12,3,1,0
2022-05-15,14,3,145,15,3,1,0
2022-05-16,15,4,145,16,4,1,0
2022-05-17,11,2,132,12,3,1,1
2022-05-18,11,3,125,11,3,0,0
2022-05-19,13,5,123,13,5,0,0
2022-05-20,14,5,111,14,5,0,0
2022-05-21,12,4,121,12,4,0,0
2022-05-22,11,3,121,11,3,0,0
2022-05-23,10,3,113,11,3,1,0
2022-05-24,13,2,118,15,2,2,0
2022-05-25,13,4,108,14,4,1,0
2022-05-26,13,4,106,13,5,0,1
2022-05-27,10,3,85,10,3,0,0
2022-05-28,9,2,93,10,2,1,0
2022-05-29,11,3,87,12,3,1,0
2022-05-30,11,4,68,12,4,1,0
2022-05-31,7,4,71,10,4,3,0
2022-06-01,7,4,63,8,4,1,0
2022-06-02,10,4,68,11,4,1,0
2022-06-03,9,2,65,9,2,0,0
2022-06-04,9,1,70,9,1,0,0
2022-06-05,9,1,74,10,2,1,1
2022-06-06,7,1,74,8,2,1,1
2022-06-07,8,2,76,9,2,1,0
2022-06-08,9,3,77,10,3,1,0
2022-06-09,9,3,82,10,3,1,0
2022-06-10,9,1,82,10,1,1,0
2022-06-11,11,1,86,11,1,0,0
2022-06-12,10,2,84,10,2,0,0
2022-06-13,10,2,86,10,2,0,0
2022-06-14,11,1,80,12,1,1,0
2022-06-15,10,2,70,11,2,1,0
2022-06-16,9,0,69,10,0,1,0
2022-06-17,8,0,57,8,0,0,0
2022-06-18,8,1,64,8,1,0,0
2022-06-19,9,1,70,9,1,0,0
2022-06-20,11,2,68,11,2,0,0
2022-06-21,9,2,67,9,2,0,0
2022-06-22,12,5,63,12,5,0,0
2022-06-23,12,4,63,13,4,1,0
2022-06-24,9,4,59,10,4,1,0
2022-06-25,9,4,54,9,4,0,0
2022-06-26,8,2,53,8,2,0,0
2022-06-27,6,1,52,7,1,1,0
2022-06-28,6,2,55,6,2,0,0
2022-06-29,7,2,56,7,2,0,0
2022-06-30,11,4,32,11,4,0,0
2022-07-01,12,3,49,12,3,0,0
2022-07-02,12,2,50,12,2,0,0
2022-07-03,11,1,61,11,1,0,0
2022-07-04,11,2,60,11,2,0,0
2022-07-05,10,2,62,10,2,0,0
2022-07-06,10,3,65,10,3,0,0
2022-07-07,8,2,62,9,3,1,1
2022-07-08,10,3,63,11,3,1,0
2022-07-09,10,2,65,11,2,1,0
2022-07-10,10,2,73,11,2,1,0
2022-07-11,8,2,73,8,2,0,0
2022-07-12,10,3,81,10,3,0,0
2022-07-13,8,3,83,8,3,0,0
2022-07-14,9,3,99,9,3,0,0
2022-07-15,8,1,83,8,1,0,0
2022-07-16,9,2,86,9,2,0,0
2022-07-17,9,2,84,9,2,0,0
2022-07-18,12,2,103,12,2,0,0
2022-07-19,10,2,88,10,2,0,0
2022-07-20,9,2,117,9,2,0,0
2022-07-21,9,2,109,9,2,0,0
2022-07-22,10,2,131,10,2,0,0
2022-07-23,13,2,132,13,2,0,0
2022-07-24,13,1,121,13,1,0,0
2022-07-25,14,1,102,14,1,0,0
2022-07-26,15,3,98,15,3,0,0
2022-07-27,13,3,141,13,3,0,0
2022-07-28,12,3,97,13,4,1,1
2022-07-29,12,3,123,13,4,1,1
2022-07-30,13,4,130,14,5,1,1
2022-07-31,13,3,140,14,4,1,1
2022-08-01,12,3,130,13,4,1,1
2022-08-02,13,4,132,14,5,1,1
2022-08-03,11,4,93,12,5,1,1
2022-08-04,12,3,121,13,4,1,1
2022-08-05,10,3,113,11,4,1,1
2022-08-06,10,4,113,11,5,1,1
2022-08-07,9,4,81,10,5,1,1
2022-08-08,10,4,108,10,4,0,0
2022-08-09,7,3,108,7,3,0,0
2022-08-10,7,3,102,7,3,0,0
2022-08-11,8,3,86,8,3,0,0
2022-08-12,9,3,82,9,3,0,0
2022-08-13,9,3,87,9,3,0,0
2022-08-14,11,3,96,11,3,0,0
2022-08-15,8,2,93,8,2,0,0
2022-08-16,9,2,71,9,2,0,0
2022-08-17,9,1,104,9,1,0,0
2022-08-18,12,2,99,13,2,1,0
2022-08-19,13,2,104,14,2,1,0
2022-08-20,11,3,115,12,3,1,0
2022-08-21,11,2,115,12,2,1,0
2022-08-22,12,3,122,13,3,1,0
2022-08-23,10,4,135,11,4,1,0
2022-08-24,13,3,133,13,3,0,0
2022-08-25,12,3,110,13,3,1,0
2022-08-26,9,3,129,10,3,1,0
2022-08-27,9,2,141,9,2,0,0
2022-08-28,10,2,142,11,2,1,0
2022-08-29,9,2,137,9,2,0,0
2022-08-30,9,2,137,9,2,0,0
2022-08-31,7,3,132,7,3,0,0
2022-09-01,8,3,141,8,3,0,0
2022-09-02,7,1,143,7,1,0,0
2022-09-03,9,2,156,9,2,0,0
2022-09-04,8,2,155,8,2,0,0
2022-09-05,9,3,133,9,3,0,0
2022-09-06,7,3,170,7,3,0,0
2022-09-07,8,2,179,8,2,0,0
2022-09-08,7,2,165,7,2,0,0
2022-09-09,7,2,154,7,2,0,0
2022-09-10,7,1,150,7,1,0,0
2022-09-11,7,1,123,7,1,0,0
2022-09-12,6,1,113,6,1,0,0
2022-09-13,9,0,100,9,0,0,0
2022-09-14,8,1,125,8,1,0,0
2022-09-15,10,0,124,10,0,0,0
2022-09-16,6,0,115,6,0,0,0
2022-09-17,7,0,111,8,0,1,0
2022-09-18,7,0,91,8,1,1,1
2022-09-19,8,1,104,9,1,1,0
2022-09-20,8,1,85,9,1,1,0
2022-09-21,6,1,117,7,1,1,0
2022-09-22,7,0,91,8,0,1,0
2022-09-23,7,0,156,8,0,1,0
2022-09-24,9,0,138,11,0,2,0
2022-09-25,9,1,106,11,1,2,0
2022-09-26,12,2,145,13,2,1,0
2022-09-27,8,2,146,9,2,1,0
2022-09-28,6,1,162,7,1,1,0
2022-09-29,7,1,168,8,1,1,0
2022-09-30,6,0,142,7,0,1,0
2022-10-01,6,1,170,7,1,1,0
2022-10-02,7,0,184,8,0,1,0
2022-10-03,7,0,204,7,0,0,0
2022-10-04,6,0,205,6,0,0,0
2022-10-05,6,0,212,6,0,0,0
2022-10-06,6,0,207,6,0,0,0
2022-10-07,5,0,194,5,0,0,0
2022-10-08,4,0,202,4,0,0,0
2022-10-09,6,3,205,6,3,0,0
2022-10-10,7,3,215,7,3,0,0
2022-10-11,8,3,212,8,3,0,0
2022-10-12,10,4,209,10,4,0,0
2022-10-13,11,3,197,11,3,0,0
2022-10-14,11,4,209,11,4,0,0
2022-10-15,11,4,224,11,4,0,0
2022-10-16,14,4,241,15,4,1,0
2022-10-17,13,4,204,14,4,1,0
2022-10-18,9,3,223,10,3,1,0
2022-10-19,7,2,188,8,2,1,0
2022-10-20,6,2,211,7,2,1,0
2022-10-21,7,2,207,7,2,0,0
2022-10-22,8,1,199,8,1,0,0
2022-10-23,9,1,216,9,1,0,0
2022-10-24,12,2,204,12,2,0,0
2022-10-25,12,3,183,12,3,0,0
2022-10-26,11,2,173,11,2,0,0
2022-10-27,11,2,174,11,2,0,0
2022-10-28,11,0,165,11,0,0,0
2022-10-29,11,1,173,11,1,0,0
2022-10-30,13,1,169,13,1,0,0
2022-10-31,12,4,134,12,4,0,0
2022-11-01,13,3,141,13,3,0,0
2022-11-02,13,3,129,13,3,0,0
2022-11-03,12,3,130,12,3,0,0
2022-11-04,9,3,118,9,3,0,0
2022-11-05,8,3,139,8,3,0,0
2022-11-06,8,3,146,8,3,0,0
2022-11-07,8,3,141,9,3,1,0
2022-11-08,10,4,125,11,4,1,0
2022-11-09,11,4,121,11,4,0,0
2022-11-10,8,3,113,8,3,0,0
2022-11-11,7,2,122,7,2,0,0
2022-11-12,6,4,123,6,4,0,0
2022-11-13,6,3,110,6,3,0,0
2022-11-14,8,5,88,8,5,0,0
